transaction_id,customer_id,month,revenue,segment
162,130,2024-05-01,703.06,SMB
163,138,2024-05-01,1326.71,Mid-Market
164,150,2024-05-01,919.99,SMB
165,151,2024-05-01,235.69,SMB
166,164,2024-05-01,308.36,SMB
167,167,2024-05-01,592.49,SMB
168,176,2024-05-01,859.54,SMB
169,181,2024-05-01,11332.12,Enterprise
170,183,2024-05-01,9344.14,Enterprise
171,188,2024-05-01,14232.46,Enterprise
172,192,2024-05-01,442.43,SMB
173,195,2024-05-01,556.0,SMB
174,197,2024-05-01,369.78,SMB
175,198,2024-05-01,688.5,SMB
176,203,2024-05-01,4838.65,Mid-Market
177,212,2024-05-01,2201.34,Mid-Market
178,230,2024-05-01,367.98,SMB
179,236,2024-05-01,584.64,SMB
180,239,2024-05-01,9398.63,Enterprise
181,245,2024-05-01,671.45,SMB
182,249,2024-05-01,3108.91,Mid-Market
183,263,2024-05-01,596.43,SMB
184,270,2024-05-01,3137.18,Mid-Market
185,271,2024-05-01,8301.68,Enterprise
186,277,2024-05-01,8289.54,Enterprise
187,286,2024-05-01,671.48,SMB
188,290,2024-05-01,1082.36,Mid-Market
189,295,2024-05-01,666.24,SMB
190,298,2024-05-01,6769.18,Enterprise
191,302,2024-05-01,323.41,SMB
192,317,2024-05-01,314.7,SMB
193,322,2024-05-01,448.12,SMB
194,336,2024-05-01,4893.13,Mid-Market
195,338,2024-05-01,2170.44,Mid-Market
196,340,2024-05-01,12010.8,Enterprise
197,350,2024-05-01,863.89,SMB
198,352,2024-05-01,840.02,SMB
199,353,2024-05-01,417.73,SMB
200,357,2024-05-01,9372.51,Enterprise
201,359,2024-05-01,566.64,SMB
202,360,2024-05-01,6869.07,Enterprise
203,363,2024-05-01,3769.87,Mid-Market
204,367,2024-05-01,389.6,SMB
205,380,2024-05-01,946.48,SMB
206,396,2024-05-01,336.31,SMB
207,401,2024-05-01,967.68,SMB
208,407,2024-05-01,296.08,SMB
209,413,2024-05-01,960.1,SMB
210,414,2024-05-01,4527.75,Mid-Market
211,419,2024-05-01,558.87,SMB
212,427,2024-05-01,13608.69,Enterprise
213,437,2024-05-01,403.4,SMB
214,439,2024-05-01,784.85,SMB
215,447,2024-05-01,288.82,SMB
216,453,2024-05-01,441.83,SMB
217,460,2024-05-01,317.87,SMB
218,474,2024-05-01,746.58,SMB
219,485,2024-05-01,1853.71,Mid-Market
220,490,2024-05-01,546.62,SMB
221,493,2024-05-01,1206.9,Mid-Market
222,500,2024-05-01,10752.54,Enterprise
223,1,2024-06-01,807.19,SMB
224,2,2024-06-01,3539.3,Mid-Market
225,4,2024-06-01,3966.31,Mid-Market
226,5,2024-06-01,2308.74,Mid-Market
227,10,2024-06-01,825.77,SMB
228,15,2024-06-01,253.09,SMB
229,16,2024-06-01,825.63,SMB
230,20,2024-06-01,352.09,SMB
231,23,2024-06-01,3024.27,Mid-Market
232,32,2024-06-01,8416.56,Enterprise
233,35,2024-06-01,905.54,SMB
234,44,2024-06-01,834.14,SMB
235,45,2024-06-01,3941.79,Mid-Market
236,55,2024-06-01,2723.53,Mid-Market
237,56,2024-06-01,11939.21,Enterprise
238,58,2024-06-01,225.04,SMB
239,63,2024-06-01,14756.49,Enterprise
240,66,2024-06-01,689.11,SMB
241,70,2024-06-01,978.16,SMB
242,71,2024-06-01,310.1,SMB
243,82,2024-06-01,4843.08,Mid-Market
244,86,2024-06-01,632.64,SMB
245,90,2024-06-01,282.74,SMB
246,98,2024-06-01,15194.32,Enterprise
247,102,2024-06-01,1469.87,Mid-Market
248,104,2024-06-01,2754.06,Mid-Market
249,106,2024-06-01,2820.45,Mid-Market
250,107,2024-06-01,270.81,SMB
251,109,2024-06-01,4278.61,Mid-Market
252,110,2024-06-01,468.92,SMB
253,118,2024-06-01,723.74,SMB
254,133,2024-06-01,1002.78,SMB
255,138,2024-06-01,1259.23,Mid-Market
256,150,2024-06-01,944.03,SMB
257,151,2024-06-01,247.19,SMB
258,153,2024-06-01,317.09,SMB
259,164,2024-06-01,298.9,SMB
260,167,2024-06-01,609.92,SMB
261,174,2024-06-01,886.22,SMB
262,176,2024-06-01,852.29,SMB
263,181,2024-06-01,11601.69,Enterprise
264,183,2024-06-01,8971.51,Enterprise
265,188,2024-06-01,14313.81,Enterprise
266,194,2024-06-01,246.72,SMB
267,195,2024-06-01,544.18,SMB
268,197,2024-06-01,355.45,SMB
269,198,2024-06-01,694.61,SMB
270,203,2024-06-01,4952.71,Mid-Market
271,212,2024-06-01,2219.98,Mid-Market
272,230,2024-06-01,379.3,SMB
273,236,2024-06-01,592.77,SMB
274,239,2024-06-01,9514.49,Enterprise
275,244,2024-06-01,2632.98,Mid-Market
276,245,2024-06-01,670.35,SMB
277,249,2024-06-01,3018.09,Mid-Market
278,263,2024-06-01,591.67,SMB
279,268,2024-06-01,568.36,SMB
280,270,2024-06-01,3129.79,Mid-Market
281,271,2024-06-01,8287.76,Enterprise
282,277,2024-06-01,8578.87,Enterprise
283,286,2024-06-01,688.1,SMB
284,290,2024-06-01,1076.86,Mid-Market
285,292,2024-06-01,14874.84,Enterprise
286,295,2024-06-01,658.35,SMB
287,298,2024-06-01,6652.92,Enterprise
288,301,2024-06-01,871.8,SMB
289,302,2024-06-01,318.65,SMB
290,317,2024-06-01,305.69,SMB
291,321,2024-06-01,613.96,SMB
292,322,2024-06-01,451.79,SMB
293,330,2024-06-01,3734.65,Mid-Market
294,336,2024-06-01,4757.5,Mid-Market
295,338,2024-06-01,2196.79,Mid-Market
296,340,2024-06-01,11778.32,Enterprise
297,350,2024-06-01,847.01,SMB
298,352,2024-06-01,825.0,SMB
299,353,2024-06-01,420.5,SMB
300,354,2024-06-01,2106.01,Mid-Market
301,357,2024-06-01,9292.28,Enterprise
302,358,2024-06-01,394.01,SMB
303,359,2024-06-01,594.05,SMB
304,360,2024-06-01,6976.34,Enterprise
305,362,2024-06-01,4786.6,Mid-Market
306,363,2024-06-01,3815.26,Mid-Market
307,367,2024-06-01,378.33,SMB
308,370,2024-06-01,11129.21,Enterprise
309,380,2024-06-01,960.26,SMB
310,396,2024-06-01,346.47,SMB
311,401,2024-06-01,945.57,SMB
312,407,2024-06-01,282.53,SMB
313,408,2024-06-01,1003.71,SMB
314,409,2024-06-01,2116.03,Mid-Market
315,413,2024-06-01,929.32,SMB
316,414,2024-06-01,4466.83,Mid-Market
317,419,2024-06-01,586.86,SMB
318,425,2024-06-01,4037.38,Mid-Market
319,437,2024-06-01,408.53,SMB
320,439,2024-06-01,806.15,SMB
321,447,2024-06-01,288.46,SMB
322,448,2024-06-01,459.72,SMB
323,451,2024-06-01,897.95,SMB
324,453,2024-06-01,452.42,SMB
325,460,2024-06-01,328.89,SMB
326,462,2024-06-01,3346.09,Mid-Market
327,472,2024-06-01,263.26,SMB
328,474,2024-06-01,764.56,SMB
329,475,2024-06-01,1331.93,Mid-Market
330,484,2024-06-01,1490.48,Mid-Market
331,485,2024-06-01,1798.34,Mid-Market
332,490,2024-06-01,560.32,SMB
333,493,2024-06-01,1214.91,Mid-Market
334,500,2024-06-01,11037.37,Enterprise
335,1,2024-07-01,789.76,SMB
336,2,2024-07-01,3509.91,Mid-Market
337,4,2024-07-01,3946.69,Mid-Market
338,5,2024-07-01,2398.07,Mid-Market
339,8,2024-07-01,12849.86,Enterprise
340,9,2024-07-01,1706.97,Mid-Market
341,10,2024-07-01,829.0,SMB
342,15,2024-07-01,256.82,SMB
343,16,2024-07-01,796.22,SMB
344,20,2024-07-01,354.86,SMB
345,23,2024-07-01,2979.3,Mid-Market
346,32,2024-07-01,8323.3,Enterprise
347,35,2024-07-01,910.06,SMB
348,44,2024-07-01,850.17,SMB
349,45,2024-07-01,3918.58,Mid-Market
350,55,2024-07-01,2663.95,Mid-Market
351,56,2024-07-01,11908.07,Enterprise
352,58,2024-07-01,234.25,SMB
353,63,2024-07-01,14702.97,Enterprise
354,65,2024-07-01,265.22,SMB
355,66,2024-07-01,691.52,SMB
356,70,2024-07-01,973.25,SMB
357,71,2024-07-01,301.78,SMB
358,74,2024-07-01,229.1,SMB
359,82,2024-07-01,4821.28,Mid-Market
360,86,2024-07-01,628.99,SMB
361,90,2024-07-01,283.38,SMB
362,98,2024-07-01,15140.87,Enterprise
363,102,2024-07-01,1530.5,Mid-Market
364,104,2024-07-01,2857.71,Mid-Market
365,106,2024-07-01,2724.45,Mid-Market
366,107,2024-07-01,274.55,SMB
367,109,2024-07-01,4481.55,Mid-Market
368,110,2024-07-01,447.01,SMB
369,113,2024-07-01,3126.63,Mid-Market
370,114,2024-07-01,4618.09,Mid-Market
371,118,2024-07-01,691.98,SMB
372,130,2024-07-01,684.21,SMB
373,133,2024-07-01,1004.01,SMB
374,138,2024-07-01,1271.05,Mid-Market
375,142,2024-07-01,743.28,SMB
376,150,2024-07-01,914.84,SMB
377,151,2024-07-01,233.43,SMB
378,153,2024-07-01,315.1,SMB
379,164,2024-07-01,297.89,SMB
380,167,2024-07-01,615.52,SMB
381,174,2024-07-01,872.76,SMB
382,176,2024-07-01,872.42,SMB
383,181,2024-07-01,11386.94,Enterprise
384,183,2024-07-01,9291.2,Enterprise
385,188,2024-07-01,14200.99,Enterprise
386,192,2024-07-01,440.05,SMB
387,194,2024-07-01,245.19,SMB
388,195,2024-07-01,565.89,SMB
389,197,2024-07-01,350.69,SMB
390,198,2024-07-01,671.12,SMB
391,203,2024-07-01,4849.23,Mid-Market
392,212,2024-07-01,2096.23,Mid-Market
393,230,2024-07-01,371.42,SMB
394,236,2024-07-01,584.27,SMB
395,239,2024-07-01,9361.22,Enterprise
396,244,2024-07-01,2642.53,Mid-Market
397,245,2024-07-01,675.86,SMB
398,249,2024-07-01,2973.82,Mid-Market
399,258,2024-07-01,462.47,SMB
400,263,2024-07-01,612.22,SMB
401,268,2024-07-01,585.42,SMB
402,271,2024-07-01,8453.39,Enterprise
403,272,2024-07-01,10865.52,Enterprise
404,277,2024-07-01,8228.66,Enterprise
405,286,2024-07-01,652.31,SMB
406,288,2024-07-01,789.91,SMB
407,290,2024-07-01,1138.06,Mid-Market
408,292,2024-07-01,14687.39,Enterprise
409,293,2024-07-01,823.65,SMB
410,295,2024-07-01,643.56,SMB
411,298,2024-07-01,6562.45,Enterprise
412,301,2024-07-01,847.81,SMB
413,302,2024-07-01,318.75,SMB
414,310,2024-07-01,738.15,SMB
415,317,2024-07-01,306.56,SMB
416,321,2024-07-01,627.47,SMB
417,322,2024-07-01,445.09,SMB
418,327,2024-07-01,799.07,SMB
419,330,2024-07-01,3833.32,Mid-Market
420,336,2024-07-01,4788.9,Mid-Market
421,338,2024-07-01,2155.6,Mid-Market
422,340,2024-07-01,12075.97,Enterprise
423,344,2024-07-01,825.26,SMB
424,350,2024-07-01,838.02,SMB
425,351,2024-07-01,14251.1,Enterprise
426,352,2024-07-01,856.45,SMB
427,353,2024-07-01,418.14,SMB
428,354,2024-07-01,2127.79,Mid-Market
429,357,2024-07-01,9277.69,Enterprise
430,358,2024-07-01,400.32,SMB
431,359,2024-07-01,571.65,SMB
432,360,2024-07-01,6822.49,Enterprise
433,362,2024-07-01,4716.43,Mid-Market
434,363,2024-07-01,3723.27,Mid-Market
435,367,2024-07-01,397.11,SMB
436,370,2024-07-01,11046.76,Enterprise
437,380,2024-07-01,977.51,SMB
438,383,2024-07-01,366.99,SMB
439,396,2024-07-01,342.66,SMB
440,400,2024-07-01,602.96,SMB
441,401,2024-07-01,967.83,SMB
442,408,2024-07-01,1013.91,SMB
443,409,2024-07-01,2092.34,Mid-Market
444,410,2024-07-01,1009.56,SMB
445,413,2024-07-01,923.93,SMB
446,414,2024-07-01,4312.35,Mid-Market
447,419,2024-07-01,581.0,SMB
448,425,2024-07-01,3916.23,Mid-Market
449,427,2024-07-01,13293.8,Enterprise
450,432,2024-07-01,716.3,SMB
451,437,2024-07-01,419.43,SMB
452,441,2024-07-01,2176.29,Mid-Market
453,443,2024-07-01,5083.02,Enterprise
454,447,2024-07-01,282.36,SMB
455,448,2024-07-01,440.21,SMB
456,450,2024-07-01,613.85,SMB
457,451,2024-07-01,927.22,SMB
458,453,2024-07-01,457.96,SMB
459,459,2024-07-01,315.24,SMB
460,460,2024-07-01,320.85,SMB
461,462,2024-07-01,3504.68,Mid-Market
462,464,2024-07-01,635.71,SMB
463,472,2024-07-01,267.07,SMB
464,474,2024-07-01,778.05,SMB
465,475,2024-07-01,1275.31,Mid-Market
466,484,2024-07-01,1462.58,Mid-Market
467,485,2024-07-01,1874.56,Mid-Market
468,490,2024-07-01,546.56,SMB
469,493,2024-07-01,1212.77,Mid-Market
470,500,2024-07-01,11049.88,Enterprise
471,2,2024-08-01,3450.91,Mid-Market
472,4,2024-08-01,4010.3,Mid-Market
473,5,2024-08-01,2377.42,Mid-Market
474,8,2024-08-01,12884.64,Enterprise
475,9,2024-08-01,1731.23,Mid-Market
476,10,2024-08-01,840.37,SMB
477,16,2024-08-01,842.02,SMB
478,20,2024-08-01,361.36,SMB
479,23,2024-08-01,3149.6,Mid-Market
480,32,2024-08-01,8316.12,Enterprise
481,35,2024-08-01,909.48,SMB
482,42,2024-08-01,4624.6,Mid-Market
483,44,2024-08-01,841.33,SMB
484,53,2024-08-01,432.12,SMB
485,55,2024-08-01,2735.14,Mid-Market
486,56,2024-08-01,12145.82,Enterprise
487,58,2024-08-01,223.4,SMB
488,63,2024-08-01,15170.5,Enterprise
489,65,2024-08-01,265.41,SMB
490,66,2024-08-01,729.62,SMB
491,70,2024-08-01,985.45,SMB
492,71,2024-08-01,302.58,SMB
493,74,2024-08-01,224.98,SMB
494,78,2024-08-01,2598.11,Mid-Market
495,82,2024-08-01,4922.39,Mid-Market
496,83,2024-08-01,8549.54,Enterprise
497,86,2024-08-01,627.2,SMB
498,90,2024-08-01,294.99,SMB
499,98,2024-08-01,15039.84,Enterprise
500,102,2024-08-01,1472.73,Mid-Market
501,104,2024-08-01,2747.17,Mid-Market
502,106,2024-08-01,2854.86,Mid-Market
503,107,2024-08-01,268.24,SMB
504,109,2024-08-01,4502.25,Mid-Market
505,113,2024-08-01,3250.08,Mid-Market
506,114,2024-08-01,4483.64,Mid-Market
507,118,2024-08-01,728.6,SMB
508,129,2024-08-01,649.42,SMB
509,130,2024-08-01,709.97,SMB
510,131,2024-08-01,276.24,SMB
511,133,2024-08-01,1012.54,SMB
512,138,2024-08-01,1319.93,Mid-Market
513,142,2024-08-01,729.58,SMB
514,145,2024-08-01,4013.16,Mid-Market
515,148,2024-08-01,947.19,SMB
516,151,2024-08-01,243.35,SMB
517,153,2024-08-01,327.38,SMB
518,164,2024-08-01,297.82,SMB
519,167,2024-08-01,585.65,SMB
520,174,2024-08-01,889.0,SMB
521,176,2024-08-01,869.66,SMB
522,181,2024-08-01,11215.6,Enterprise
523,183,2024-08-01,9057.16,Enterprise
524,184,2024-08-01,729.24,SMB
525,188,2024-08-01,14281.61,Enterprise
526,192,2024-08-01,446.12,SMB
527,194,2024-08-01,255.97,SMB
528,195,2024-08-01,553.1,SMB
529,197,2024-08-01,359.63,SMB
530,203,2024-08-01,4801.51,Mid-Market
531,206,2024-08-01,636.63,SMB
532,209,2024-08-01,2033.43,Mid-Market
533,212,2024-08-01,2185.56,Mid-Market
534,217,2024-08-01,1662.63,Mid-Market
535,218,2024-08-01,453.97,SMB
536,221,2024-08-01,788.11,SMB
537,227,2024-08-01,4877.47,Mid-Market
538,230,2024-08-01,366.91,SMB
539,236,2024-08-01,572.85,SMB
540,239,2024-08-01,9365.98,Enterprise
541,243,2024-08-01,476.06,SMB
542,244,2024-08-01,2567.52,Mid-Market
543,245,2024-08-01,673.61,SMB
544,249,2024-08-01,3001.42,Mid-Market
545,254,2024-08-01,292.8,SMB
546,258,2024-08-01,471.24,SMB
547,263,2024-08-01,613.88,SMB
548,266,2024-08-01,468.47,SMB
549,268,2024-08-01,568.8,SMB
550,270,2024-08-01,3017.51,Mid-Market
551,271,2024-08-01,8405.31,Enterprise
552,272,2024-08-01,10853.34,Enterprise
553,277,2024-08-01,8380.79,Enterprise
554,284,2024-08-01,743.98,SMB
555,286,2024-08-01,683.7,SMB
556,288,2024-08-01,776.19,SMB
557,290,2024-08-01,1134.44,Mid-Market
558,292,2024-08-01,15005.93,Enterprise
559,293,2024-08-01,809.03,SMB
560,295,2024-08-01,668.49,SMB
561,298,2024-08-01,6871.22,Enterprise
562,301,2024-08-01,879.27,SMB
563,302,2024-08-01,312.71,SMB
564,305,2024-08-01,941.16,SMB
565,310,2024-08-01,771.25,SMB
566,317,2024-08-01,303.05,SMB
567,321,2024-08-01,638.16,SMB
568,322,2024-08-01,463.43,SMB
569,325,2024-08-01,2417.51,Mid-Market
570,327,2024-08-01,840.21,SMB
571,330,2024-08-01,3672.06,Mid-Market
572,336,2024-08-01,4859.88,Mid-Market
573,338,2024-08-01,2131.0,Mid-Market
574,340,2024-08-01,12320.02,Enterprise
575,344,2024-08-01,846.2,SMB
576,350,2024-08-01,845.9,SMB
577,351,2024-08-01,14242.88,Enterprise
578,352,2024-08-01,853.02,SMB
579,353,2024-08-01,440.96,SMB
580,354,2024-08-01,2098.53,Mid-Market
581,357,2024-08-01,9440.14,Enterprise
582,358,2024-08-01,397.86,SMB
583,359,2024-08-01,579.5,SMB
584,360,2024-08-01,6825.18,Enterprise
585,362,2024-08-01,4628.93,Mid-Market
586,363,2024-08-01,3823.92,Mid-Market
587,370,2024-08-01,11264.94,Enterprise
588,380,2024-08-01,964.01,SMB
589,383,2024-08-01,368.58,SMB
590,396,2024-08-01,335.98,SMB
591,400,2024-08-01,599.7,SMB
592,401,2024-08-01,927.1,SMB
593,407,2024-08-01,283.64,SMB
594,408,2024-08-01,986.62,SMB
595,409,2024-08-01,2110.39,Mid-Market
596,410,2024-08-01,998.65,SMB
597,413,2024-08-01,933.55,SMB
598,414,2024-08-01,4463.61,Mid-Market
599,419,2024-08-01,582.56,SMB
600,424,2024-08-01,3273.0,Mid-Market
601,425,2024-08-01,3984.33,Mid-Market
602,426,2024-08-01,6602.44,Enterprise
603,427,2024-08-01,13868.62,Enterprise
604,437,2024-08-01,418.19,SMB
605,439,2024-08-01,787.98,SMB
606,440,2024-08-01,984.08,SMB
607,441,2024-08-01,2180.03,Mid-Market
608,443,2024-08-01,5111.57,Enterprise
609,447,2024-08-01,283.46,SMB
610,450,2024-08-01,603.39,SMB
611,451,2024-08-01,940.45,SMB
612,453,2024-08-01,445.94,SMB
613,457,2024-08-01,3541.9,Mid-Market
614,459,2024-08-01,313.51,SMB
615,460,2024-08-01,317.82,SMB
616,462,2024-08-01,3434.83,Mid-Market
617,463,2024-08-01,9356.27,Enterprise
618,464,2024-08-01,646.82,SMB
619,472,2024-08-01,268.53,SMB
620,475,2024-08-01,1331.03,Mid-Market
621,485,2024-08-01,1836.09,Mid-Market
622,490,2024-08-01,543.48,SMB
623,493,2024-08-01,1252.52,Mid-Market
624,500,2024-08-01,11082.07,Enterprise
625,1,2024-09-01,786.39,SMB
626,2,2024-09-01,3478.14,Mid-Market
627,4,2024-09-01,3932.13,Mid-Market
628,5,2024-09-01,2375.34,Mid-Market
629,8,2024-09-01,12826.46,Enterprise
630,9,2024-09-01,1716.56,Mid-Market
631,10,2024-09-01,813.81,SMB
632,15,2024-09-01,251.64,SMB
633,16,2024-09-01,800.72,SMB
634,20,2024-09-01,370.55,SMB
635,23,2024-09-01,3126.37,Mid-Market
636,30,2024-09-01,4172.18,Mid-Market
637,32,2024-09-01,8219.56,Enterprise
638,35,2024-09-01,924.49,SMB
639,42,2024-09-01,4786.13,Mid-Market
640,44,2024-09-01,845.04,SMB
641,45,2024-09-01,3952.41,Mid-Market
642,52,2024-09-01,3673.94,Mid-Market
643,53,2024-09-01,433.65,SMB
644,55,2024-09-01,2681.9,Mid-Market
645,56,2024-09-01,12048.56,Enterprise
646,57,2024-09-01,2365.16,Mid-Market
647,58,2024-09-01,226.17,SMB
648,63,2024-09-01,15052.99,Enterprise
649,65,2024-09-01,262.68,SMB
650,66,2024-09-01,724.71,SMB
651,70,2024-09-01,981.69,SMB
652,71,2024-09-01,302.52,SMB
653,72,2024-09-01,680.01,SMB
654,73,2024-09-01,4184.99,Mid-Market
655,74,2024-09-01,232.48,SMB
656,78,2024-09-01,2467.66,Mid-Market
657,82,2024-09-01,4860.19,Mid-Market
658,83,2024-09-01,8870.73,Enterprise
659,84,2024-09-01,12448.55,Enterprise
660,86,2024-09-01,633.07,SMB
661,90,2024-09-01,296.38,SMB
662,92,2024-09-01,10256.31,Enterprise
663,98,2024-09-01,15309.55,Enterprise
664,100,2024-09-01,4762.75,Mid-Market
665,102,2024-09-01,1471.97,Mid-Market
666,104,2024-09-01,2869.72,Mid-Market
667,106,2024-09-01,2730.01,Mid-Market
668,107,2024-09-01,271.12,SMB
669,109,2024-09-01,4368.85,Mid-Market
670,110,2024-09-01,465.95,SMB
671,113,2024-09-01,3167.64,Mid-Market
672,114,2024-09-01,4471.58,Mid-Market
673,118,2024-09-01,688.9,SMB
674,121,2024-09-01,304.7,SMB
675,129,2024-09-01,650.16,SMB
676,130,2024-09-01,700.91,SMB
